"","age","gender","comp"
"16058",92,"Male",3
"16059",32,"Male",15
"16060",41,"Female",10
"16061",67,"Male",5
"16062",29,"Male",17
"16063",30,"Male",19
"16064",30,"Female",20
"16065",28,"Male",16
"16066",20,"Male",18
"16067",83,"Male",0
"16068",28,"Female",19
"16069",19,"Female",10
"16070",31,"Male",17
"16071",59,"Male",3
"16072",22,"Female",21
"16073",64,"Male",5
"16074",55,"Female",0
"16075",52,"Male",7
"16076",23,"Female",11
"16077",37,"Male",9
"16078",48,"Male",3
"16079",44,"Female",6
"16080",53,"Male",4
"16081",41,"Male",8
"16082",56,"Male",8
"16083",40,"Male",11
"16084",24,"Male",15
"16085",30,"Female",16
"16086",37,"Female",16
"16087",48,"Male",4
"16088",47,"Female",6
"16089",20,"Female",17
"16090",60,"Female",0
"16091",18,"Female",14
"16092",58,"Female",5
"16093",25,"Female",12
"16094",29,"Female",18
"16095",36,"Female",20
"16096",49,"Male",4
"16097",42,"Female",12
"16098",30,"Female",20
"16099",37,"Female",16
"16100",29,"Male",26
"16101",45,"Male",0
"16102",20,"Male",14
"16103",48,"Male",11
"16104",31,"Female",21
"16105",39,"Male",1
"16106",24,"Male",15
"16107",32,"Male",29
"16108",28,"Male",20
"16109",28,"Male",17
"16110",43,"Male",15
"16111",53,"Male",4
"16112",45,"Male",8
"16113",88,"Female",0
"16114",52,"Male",5
"16115",65,"Female",4
"16116",25,"Female",14
"16117",53,"Female",7
"16118",42,"Male",17
"16119",33,"Female",23
"16120",67,"Female",1
"16121",22,"Female",18
"16122",46,"Male",14
"16123",27,"Female",27
"16124",49,"Female",3
"16125",43,"Male",8
"16126",48,"Male",7
"16127",28,"Male",9
"16128",73,"Female",3
"16129",65,"Male",5
"16130",35,"Male",14
"16131",42,"Male",8
"16132",52,"Female",3
"16133",62,"Male",13
"16134",25,"Female",14
"16135",27,"Male",20
"16136",35,"Female",14
"16137",24,"Male",15
"16138",38,"Female",15
"16139",60,"Female",6
"16140",24,"Male",15
"16141",53,"Female",12
"16142",32,"Female",21
"16143",40,"Male",5
"16144",54,"Female",5
"16145",61,"Female",2
"16146",27,"Female",22
"16147",30,"Male",26
"16148",33,"Female",10
"16149",30,"Female",26
"16150",25,"Female",17
"16151",40,"Male",11
"16152",42,"Male",16
"16153",41,"Female",4
"16154",37,"Female",15
"16155",32,"Male",20
"16156",21,"Male",19
"16157",75,"Female",1
"16158",32,"Female",14
"16159",33,"Male",22
"16160",57,"Female",4
"16161",40,"Male",15
"16162",38,"Male",14
"16163",71,"Male",0
"16164",27,"Male",16
"16165",53,"Female",2
"16166",33,"Male",20
"16167",62,"Male",3
"16168",72,"Male",7
"16169",29,"Female",22
"16170",48,"Female",8
"16171",30,"Female",20
"16172",54,"Female",2
"16173",23,"Female",25
"16174",24,"Male",11
"16175",23,"Male",6
"16176",50,"Female",1
"16177",58,"Female",4
"16178",37,"Female",4
"16179",35,"Male",9
"16180",52,"Female",15
"16181",50,"Female",2
"16182",27,"Female",22
"16183",49,"Male",3
"16184",39,"Female",13
"16185",81,"Male",0
"16186",76,"Female",1
"16187",45,"Male",11
"16188",46,"Female",3
"16189",36,"Male",11
"16190",28,"Male",16
"16191",87,"Female",0
"16192",56,"Male",7
"16193",27,"Male",28
"16194",31,"Female",20
"16195",44,"Male",15
"16196",33,"Female",24
"16197",58,"Female",2
"16198",34,"Female",25
"16199",36,"Male",4
"16200",25,"Female",18
"16201",48,"Male",13
"16202",25,"Female",6
"16203",30,"Female",27
"16204",64,"Female",1
"16205",67,"Female",4
"16206",25,"Female",5
"16207",75,"Male",0
"16208",75,"Female",1
"16209",40,"Female",14
"16210",26,"Female",19
"16211",60,"Female",9
"16212",41,"Male",8
"16213",42,"Female",14
"16214",85,"Male",0
"16215",24,"Female",29
"16216",47,"Male",13
"16217",38,"Female",10
"16218",32,"Male",25
"16219",67,"Male",1
"16220",25,"Female",12
"16221",18,"Male",21
"16222",46,"Female",6
"16223",24,"Female",12
"16224",48,"Male",0
"16225",29,"Female",23
"16226",18,"Female",11
"16227",44,"Female",12
"16228",19,"Male",18
"16229",30,"Male",14
"16230",32,"Male",21
"16231",51,"Female",19
"16232",50,"Female",8
"16233",36,"Male",12
"16234",30,"Female",20
"16235",39,"Male",10
"16236",35,"Female",17
"16237",30,"Female",17
"16238",42,"Female",16
"16239",49,"Female",9
"16240",47,"Male",11
"16241",27,"Female",15
"16242",41,"Female",11
"16243",35,"Male",17
"16244",30,"Female",28
"16245",21,"Female",16
"16246",37,"Female",19
"16247",31,"Male",18
"16248",68,"Male",0
"16249",58,"Female",9
"16250",55,"Female",6
"16251",56,"Female",6
"16252",75,"Female",0
"16253",45,"Male",9
"16254",31,"Female",23
"16255",49,"Male",1
"16256",44,"Female",8
"16257",65,"Male",6
"16258",62,"Female",1
"16259",25,"Female",28
"16260",73,"Female",2
"16261",33,"Female",19
"16262",58,"Female",1
"16263",44,"Male",8
"16264",34,"Male",27
"16265",30,"Female",17
"16266",24,"Female",19
"16267",25,"Female",12
"16268",49,"Male",3
"16269",37,"Female",10
"16270",33,"Male",17
"16271",26,"Male",17
"16272",60,"Female",0
"16273",25,"Male",12
"16274",27,"Female",19
"16275",51,"Female",9
"16276",67,"Male",3
"16277",25,"Male",9
"16278",29,"Female",21
"16279",24,"Female",17
"16280",39,"Male",17
"16281",76,"Female",2
"16282",33,"Male",24
"16283",25,"Male",14
"16284",37,"Male",10
"16285",54,"Male",4
"16286",51,"Female",6
"16287",36,"Female",18
"16288",19,"Female",14
"16289",22,"Male",24
"16290",77,"Female",0
"16291",29,"Female",25
"16292",87,"Female",1
"16293",68,"Female",7
"16294",22,"Male",14
"16295",27,"Female",7
"16296",40,"Female",5
"16297",42,"Male",12
"16298",18,"Male",17
"16299",39,"Female",6
"16300",36,"Male",14
"16301",21,"Male",17
"16302",27,"Male",18
"16303",64,"Female",1
"16304",31,"Male",24
"16305",27,"Female",25
"16306",40,"Female",6
"16307",38,"Female",19
"16308",29,"Male",20
"16309",24,"Male",13
"16310",42,"Female",10
"16311",34,"Female",14
"16312",29,"Male",21
"16313",25,"Male",8
"16314",27,"Male",19
"16315",23,"Male",11
"16316",62,"Male",1
"16317",48,"Male",8
"16318",58,"Female",8
"16319",48,"Female",10
"16320",72,"Female",1
"16321",53,"Male",7
"16322",34,"Male",13
"16323",20,"Male",15
"16324",28,"Female",18
"16325",64,"Female",3
"16326",45,"Male",11
"16327",59,"Female",4
"16328",27,"Male",22
"16329",33,"Male",20
"16330",50,"Female",7
"16331",61,"Female",7
"16332",77,"Male",1
"16333",34,"Male",15
"16334",73,"Male",2
"16335",42,"Male",12
"16336",27,"Female",20
"16337",61,"Male",3
"16338",36,"Male",17
"16339",41,"Male",3
"16340",28,"Female",15
"16341",56,"Male",2
"16342",51,"Female",7
"16343",60,"Female",2
"16344",46,"Female",6
"16345",25,"Male",17
"16346",27,"Female",22
"16347",24,"Female",15
"16348",44,"Male",13
"16349",32,"Male",20
"16350",30,"Female",14
"16351",53,"Male",5
"16352",45,"Male",8
"16353",33,"Female",22
"16354",25,"Female",16
"16355",51,"Male",0
"16356",45,"Female",6
"16357",45,"Male",9
"16358",40,"Male",8
"16359",77,"Male",1
"16360",30,"Male",21
"16361",47,"Male",8
"16362",45,"Female",9
"16363",58,"Female",6
"16364",33,"Male",23
"16365",34,"Male",13
"16366",71,"Male",2
"16367",42,"Male",15
"16368",19,"Male",13
"16369",35,"Male",20
"16370",26,"Male",31
"16371",42,"Male",9
"16372",33,"Female",17
"16373",41,"Male",14
"16374",62,"Male",6
"16375",53,"Male",2
"16376",24,"Female",18
"16377",66,"Male",0
"16378",18,"Male",14
"16379",60,"Female",6
"16380",22,"Female",21
"16381",37,"Male",10
"16382",55,"Male",6
"16383",25,"Female",16
"16384",28,"Female",24
"16385",60,"Male",5
"16386",68,"Male",0
"16387",77,"Female",7
"16388",85,"Male",1
"16389",44,"Female",2
"16390",76,"Female",1
"16391",65,"Female",1
"16392",50,"Female",6
"16393",36,"Female",19
"16394",42,"Female",17
"16395",53,"Male",4
"16396",42,"Male",11
"16397",43,"Female",15
"16398",82,"Female",0
"16399",23,"Male",26
"16400",36,"Female",15
"16401",64,"Male",7
"16402",64,"Female",3
"16403",34,"Female",14
"16404",32,"Male",21
"16405",76,"Female",2
"16406",35,"Female",8
"16407",79,"Female",0
"16408",35,"Male",13
"16409",41,"Female",14
"16410",41,"Male",17
"16411",68,"Male",2
"16412",30,"Male",21
"16413",18,"Female",20
"16414",31,"Female",16
"16415",66,"Male",0
"16416",56,"Male",2
"16417",33,"Male",27
"16418",26,"Male",13
"16419",34,"Male",15
"16420",20,"Male",19
"16421",74,"Male",5
"16422",43,"Female",9
"16423",25,"Male",22
"16424",42,"Female",12
"16425",56,"Female",3
"16426",49,"Female",4
"16427",52,"Male",9
"16428",35,"Male",11
"16429",50,"Male",11
"16430",80,"Male",0
"16431",31,"Female",20
"16432",39,"Male",12
"16433",29,"Female",21
"16434",29,"Male",22
"16435",47,"Male",6
"16436",51,"Male",14
"16437",29,"Male",26
"16438",18,"Female",23
"16439",28,"Male",23
"16440",34,"Male",13
"16441",49,"Male",7
"16442",53,"Female",1
"16443",25,"Male",20
"16444",39,"Male",10
"16445",21,"Male",17
"16446",24,"Male",18
"16447",32,"Male",21
"16448",78,"Female",1
"16449",23,"Male",17
"16450",42,"Male",1
"16451",34,"Female",14
"16452",66,"Male",3
"16453",20,"Female",18
"16454",40,"Male",9
"16455",65,"Male",9
"16456",76,"Female",0
"16457",18,"Male",25
"16458",31,"Female",24
"16459",27,"Female",22
"16460",25,"Female",23
"16461",32,"Male",18
"16462",35,"Female",11
"16463",20,"Male",10
"16464",90,"Male",1
"16465",38,"Male",10
"16466",36,"Female",17
"16467",40,"Female",13
"16468",27,"Female",23
"16469",38,"Female",0
"16470",34,"Male",13
"16471",31,"Male",27
"16472",28,"Male",17
"16473",25,"Male",16
"16474",35,"Female",6
"16475",52,"Male",9
"16476",42,"Female",17
"16477",23,"Male",16
"16478",42,"Male",15
"16479",45,"Male",9
"16480",32,"Male",20
"16481",40,"Male",10
"16482",25,"Female",21
"16483",34,"Female",18
"16484",56,"Male",8
"16485",77,"Female",1
"16486",30,"Male",21
"16487",37,"Female",13
"16488",56,"Female",15
"16489",26,"Male",18
"16490",67,"Male",8
"16491",18,"Male",19
"16492",42,"Male",10
"16493",27,"Male",21
"16494",41,"Male",13
"16495",67,"Male",2
"16496",85,"Female",0
"16497",72,"Female",0
"16498",18,"Male",10
"16499",18,"Female",12
"16500",50,"Female",3
"16501",59,"Male",1
"16502",84,"Female",0
"16503",45,"Female",14
"16504",64,"Female",0
"16505",49,"Male",12
"16506",23,"Male",14
"16507",30,"Male",24
"16508",22,"Male",14
"16509",46,"Male",9
"16510",54,"Male",0
"16511",31,"Male",22
"16512",74,"Male",2
"16513",28,"Female",10
"16514",21,"Female",20
"16515",31,"Female",23
"16516",25,"Male",26
"16517",47,"Female",10
"16518",42,"Female",14
"16519",34,"Female",14
"16520",58,"Male",1
"16521",41,"Male",15
"16522",41,"Male",10
"16523",32,"Male",18
"16524",30,"Male",22
"16525",32,"Male",20
"16526",62,"Male",1
"16527",86,"Female",0
"16528",42,"Male",12
"16529",29,"Male",23
"16530",25,"Male",30
"16531",42,"Female",6
"16532",39,"Female",16
"16533",39,"Male",11
"16534",93,"Female",2
"16535",30,"Female",24
"16536",38,"Female",17
"16537",39,"Female",4
"16538",46,"Female",0
"16539",56,"Female",4
"16540",41,"Male",13
"16541",71,"Male",0
"16542",64,"Male",1
"16543",41,"Female",2
"16544",52,"Male",11
"16545",26,"Female",20
"16546",39,"Male",7
"16547",66,"Male",5
"16548",28,"Male",29
"16549",48,"Male",12
"16550",59,"Male",1
"16551",31,"Male",24
"16552",20,"Female",23
"16553",41,"Male",7
"16554",34,"Male",10
"16555",25,"Male",20
"16556",32,"Female",17
"16557",35,"Female",8
"16558",39,"Male",18
"16559",38,"Female",5
"16560",36,"Male",17
"16561",54,"Male",3
"16562",32,"Male",22
"16563",67,"Male",2
"16564",51,"Female",9
"16565",41,"Male",11
"16566",37,"Male",9
"16567",48,"Female",4
"16568",54,"Male",0
"16569",42,"Male",12
"16570",76,"Female",0
"16571",22,"Female",27
"16572",31,"Female",25
"16573",27,"Male",17
"16574",37,"Male",7
"16575",67,"Male",1
"16576",29,"Male",18
"16577",21,"Male",10
"16578",82,"Female",1
"16579",77,"Female",3
"16580",35,"Male",15
"16581",46,"Male",9
"16582",82,"Male",1
"16583",80,"Male",5
"16584",60,"Female",1
"16585",70,"Male",1
"16586",69,"Male",1
"16587",28,"Female",25
"16588",38,"Female",15
"16589",25,"Female",21
"16590",42,"Male",12
"16591",19,"Male",15
"16592",45,"Female",8
"16593",53,"Male",3
"16594",57,"Female",7
"16595",40,"Male",14
"16596",38,"Male",14
"16597",28,"Male",25
"16598",24,"Female",22
"16599",52,"Male",3
"16600",25,"Female",14
"16601",22,"Male",12
"16602",44,"Male",10
"16603",52,"Male",7
"16604",64,"Female",0
"16605",28,"Male",9
"16606",48,"Female",8
"16607",40,"Male",21
"16608",28,"Male",26
"16609",54,"Male",3
"16610",19,"Male",16
"16611",76,"Male",1
"16612",29,"Female",25
"16613",39,"Male",2
"16614",29,"Female",23
"16615",36,"Female",15
"16616",47,"Female",2
"16617",59,"Male",9
"16618",20,"Female",25
"16619",47,"Male",10
"16620",50,"Female",11
"16621",22,"Female",13
"16622",40,"Female",8
"16623",29,"Male",19
"16624",70,"Male",0
"16625",40,"Female",14
"16626",23,"Female",10
"16627",27,"Male",13
"16628",36,"Male",12
"16629",30,"Female",26
"16630",45,"Female",11
"16631",41,"Female",7
"16632",29,"Male",14
"16633",31,"Male",16
"16634",71,"Male",0
"16635",45,"Male",13
"16636",35,"Male",17
"16637",31,"Female",19
"16638",56,"Female",4
"16639",67,"Female",1
"16640",37,"Female",14
"16641",42,"Female",18
"16642",46,"Male",3
"16643",37,"Female",17
"16644",34,"Female",15
"16645",46,"Female",8
"16646",56,"Female",7
"16647",21,"Female",12
"16648",51,"Female",11
"16649",29,"Female",22
"16650",64,"Male",1
"16651",53,"Male",1
"16652",41,"Male",11
"16653",25,"Female",19
"16654",54,"Female",7
"16655",47,"Female",14
"16656",49,"Male",11
"16657",21,"Male",19
"16658",22,"Female",21
"16659",70,"Male",2
"16660",46,"Male",4
"16661",58,"Female",5
"16662",30,"Female",24
"16663",53,"Male",0
"16664",25,"Male",12
"16665",35,"Male",11
"16666",18,"Female",23
"16667",43,"Female",15
"16668",33,"Male",22
"16669",37,"Male",15
"16670",36,"Female",23
"16671",24,"Male",18
"16672",86,"Female",1
"16673",36,"Male",8
"16674",70,"Female",6
"16675",54,"Male",8
"16676",83,"Male",0
"16677",47,"Female",7
"16678",40,"Male",15
"16679",88,"Male",1
"16680",36,"Female",12
"16681",52,"Male",1
"16682",52,"Male",0
"16683",38,"Female",16
"16684",20,"Male",23
"16685",46,"Female",2
"16686",44,"Female",11
"16687",42,"Male",8
"16688",31,"Male",19
"16689",49,"Male",9
"16690",25,"Female",19
"16691",29,"Female",16
"16692",47,"Male",8
"16693",46,"Female",9
"16694",75,"Male",6
"16695",44,"Male",3
"16696",35,"Female",10
"16697",27,"Male",17
"16698",56,"Female",4
"16699",43,"Male",3
"16700",59,"Male",6
"16701",51,"Male",3
"16702",60,"Female",2
"16703",47,"Male",13
"16704",19,"Female",14
"16705",26,"Male",27
"16706",23,"Female",14
"16707",30,"Male",18
"16708",54,"Male",4
"16709",28,"Female",18
"16710",28,"Male",14
"16711",60,"Male",10
"16712",27,"Male",22
"16713",51,"Female",9
"16714",57,"Male",5
"16715",25,"Male",19
"16716",36,"Female",12
"16717",38,"Male",13
"16718",30,"Female",27
"16719",58,"Female",4
"16720",38,"Male",15
"16721",23,"Male",8
"16722",42,"Male",5
"16723",42,"Female",14
"16724",42,"Male",12
"16725",36,"Male",17
"16726",31,"Male",17
"16727",37,"Male",9
"16728",48,"Female",8
"16729",32,"Male",25
"16730",70,"Male",2
"16731",46,"Male",0
"16732",49,"Male",5
"16733",42,"Male",10
"16734",75,"Female",1
"16735",69,"Male",0
"16736",54,"Female",8
"16737",36,"Female",18
"16738",18,"Male",14
"16739",18,"Female",24
"16740",31,"Male",15
"16741",38,"Male",11
"16742",30,"Female",21
"16743",56,"Male",1
"16744",28,"Female",19
"16745",58,"Male",2
"16746",59,"Female",4
"16747",70,"Male",0
"16748",40,"Female",17
"16749",39,"Female",12
"16750",70,"Male",3
"16751",42,"Female",12
"16752",62,"Female",9
"16753",34,"Female",13
"16754",62,"Female",7
"16755",30,"Male",16
"16756",20,"Female",13
"16757",31,"Female",31
"16758",77,"Female",1
"16759",18,"Female",14
"16760",56,"Female",6
"16761",41,"Female",12
"16762",67,"Male",5
"16763",25,"Male",14
"16764",91,"Male",1
"16765",33,"Female",19
"16766",36,"Female",11
"16767",63,"Female",10
"16768",41,"Male",15
"16769",57,"Male",11
"16770",76,"Female",0
"16771",86,"Female",1
"16772",39,"Male",12
"16773",45,"Male",9
"16774",72,"Male",4
"16775",45,"Female",8
"16776",25,"Female",9
"16777",57,"Male",4
"16778",70,"Female",0
"16779",42,"Male",9
"16780",34,"Female",12
"16781",75,"Female",1
"16782",25,"Male",20
"16783",22,"Female",16
"16784",42,"Male",15
"16785",28,"Male",18
"16786",70,"Female",7
"16787",31,"Female",19
"16788",25,"Male",16
"16789",35,"Female",19
"16790",53,"Female",2
"16791",28,"Female",24
"16792",34,"Female",18
"16793",23,"Male",12
"16794",39,"Female",19
"16795",31,"Male",22
"16796",49,"Female",5
"16797",55,"Male",4
"16798",26,"Male",13
"16799",32,"Male",18
"16800",26,"Male",20
"16801",48,"Male",10
"16802",41,"Female",13
"16803",24,"Female",12
"16804",22,"Male",19
"16805",40,"Female",21
"16806",18,"Female",15
"16807",31,"Female",23
"16808",24,"Female",9
"16809",76,"Male",0
"16810",65,"Male",1
"16811",33,"Female",18
"16812",34,"Female",14
"16813",47,"Female",8
"16814",36,"Female",11
"16815",33,"Male",23
"16816",53,"Male",7
"16817",37,"Female",17
"16818",21,"Male",19
"16819",51,"Male",2
"16820",55,"Male",10
"16821",50,"Male",3
"16822",52,"Male",5
"16823",41,"Male",10
"16824",75,"Female",3
"16825",28,"Male",13
"16826",46,"Male",15
"16827",48,"Female",11
"16828",39,"Female",12
"16829",36,"Male",14
"16830",49,"Female",12
"16831",30,"Male",14
"16832",63,"Male",3
"16833",25,"Male",19
"16834",32,"Female",21
"16835",37,"Female",12
"16836",61,"Female",5
"16837",73,"Female",0
"16838",32,"Female",19
"16839",64,"Female",2
"16840",40,"Male",12
"16841",55,"Male",0
"16842",38,"Male",6
"16843",40,"Male",13
"16844",55,"Male",14
"16845",46,"Male",6
"16846",41,"Male",11
"16847",52,"Female",10
"16848",27,"Female",21
"16849",42,"Female",2
"16850",59,"Female",6
"16851",42,"Male",15
"16852",59,"Female",3
"16853",86,"Male",1
"16854",68,"Male",1
"16855",51,"Male",7
"16856",29,"Female",14
"16857",58,"Male",9
"16858",30,"Female",17
"16859",85,"Female",0
"16860",29,"Female",25
"16861",50,"Female",2
"16862",56,"Male",6
"16863",58,"Female",7
"16864",41,"Female",8
"16865",47,"Male",11
"16866",45,"Female",14
"16867",46,"Male",11
"16868",25,"Female",12
"16869",57,"Female",2
"16870",20,"Female",20
"16871",68,"Male",0
"16872",29,"Female",21
"16873",62,"Male",2
"16874",88,"Male",1
"16875",28,"Female",18
"16876",46,"Female",3
"16877",54,"Male",8
"16878",26,"Female",28
"16879",30,"Female",19
"16880",31,"Male",31
"16881",67,"Male",0
"16882",53,"Female",5
"16883",52,"Female",7
"16884",30,"Female",27
"16885",36,"Male",12
"16886",18,"Female",20
"16887",84,"Female",1
"16888",47,"Female",16
"16889",22,"Male",8
"16890",34,"Male",14
"16891",26,"Male",27
"16892",36,"Male",19
"16893",86,"Male",1
"16894",43,"Female",10
"16895",32,"Male",17
"16896",58,"Male",5
"16897",35,"Male",13
"16898",58,"Male",1
"16899",33,"Male",25
"16900",49,"Female",9
"16901",55,"Female",1
"16902",69,"Female",0
"16903",26,"Male",21
"16904",34,"Female",14
"16905",19,"Female",14
"16906",69,"Male",5
"16907",52,"Male",4
"16908",69,"Male",1
"16909",43,"Female",6
"16910",21,"Female",15
"16911",54,"Male",2
"16912",52,"Male",6
"16913",39,"Female",8
"16914",20,"Male",10
"16915",49,"Female",8
"16916",50,"Male",7
"16917",22,"Male",20
"16918",22,"Male",21
"16919",42,"Male",16
"16920",63,"Male",5
"16921",47,"Female",17
"16922",33,"Male",19
"16923",50,"Male",8
"16924",53,"Male",3
"16925",29,"Female",16
"16926",63,"Male",1
"16927",27,"Male",21
"16928",58,"Male",5
"16929",44,"Male",15
"16930",86,"Female",0
"16931",29,"Male",23
"16932",30,"Female",28
"16933",27,"Male",6
"16934",54,"Female",3
"16935",46,"Female",6
"16936",29,"Male",22
"16937",21,"Female",11
"16938",70,"Male",5
"16939",42,"Male",8
"16940",49,"Male",2
"16941",55,"Female",10
"16942",31,"Female",21
"16943",44,"Male",8
"16944",34,"Male",13
"16945",42,"Female",10
"16946",27,"Female",24
"16947",49,"Male",12
"16948",49,"Male",5
"16949",36,"Female",17
"16950",43,"Female",8
"16951",34,"Female",21
"16952",40,"Female",9
"16953",80,"Female",0
"16954",26,"Male",23
"16955",21,"Male",14
"16956",30,"Male",22
"16957",66,"Male",4
"16958",47,"Female",17
"16959",67,"Male",1
"16960",47,"Male",2
"16961",68,"Male",2
"16962",53,"Female",5
"16963",29,"Female",12
"16964",44,"Male",13
"16965",26,"Male",14
"16966",26,"Male",17
"16967",32,"Male",23
"16968",63,"Female",0
"16969",31,"Male",30
"16970",45,"Female",9
"16971",39,"Female",14
"16972",33,"Male",23
"16973",32,"Female",11
"16974",34,"Female",15
"16975",41,"Female",17
"16976",20,"Male",9
"16977",37,"Male",17
"16978",60,"Female",3
"16979",28,"Female",28
"16980",52,"Female",10
"16981",42,"Male",6
"16982",36,"Female",17
"16983",30,"Female",13
"16984",30,"Male",22
"16985",24,"Female",16
"16986",22,"Male",19
"16987",43,"Male",8
"16988",25,"Female",8
"16989",33,"Male",16
"16990",49,"Male",4
"16991",47,"Male",4
"16992",35,"Male",16
"16993",28,"Male",27
"16994",57,"Female",0
"16995",66,"Male",0
"16996",41,"Male",12
"16997",50,"Female",6
"16998",54,"Female",6
"16999",25,"Female",14
"17000",34,"Female",21
"17001",30,"Male",25
"17002",84,"Female",1
"17003",48,"Male",7
"17004",30,"Male",29
"17005",27,"Male",23
"17006",27,"Female",23
"17007",89,"Female",1
"17008",19,"Female",19
"17009",40,"Female",13
"17010",26,"Male",16
"17011",42,"Female",6
"17012",40,"Male",18
"17013",75,"Female",0
"17014",29,"Male",21
"17015",25,"Female",18
"17016",67,"Female",1
"17017",34,"Female",15
"17018",25,"Female",18
"17019",74,"Male",3
"17020",49,"Male",9
"17021",41,"Male",13
"17022",67,"Male",4
"17023",51,"Female",4
"17024",42,"Male",3
"17025",30,"Female",10
"17026",46,"Male",6
"17027",34,"Female",13
"17028",31,"Female",26
"17029",28,"Female",29
"17030",26,"Male",30
"17031",21,"Male",18
"17032",37,"Female",17
"17033",32,"Male",17
"17034",53,"Female",8
"17035",26,"Male",17
"17036",54,"Male",6
"17037",27,"Female",22
"17038",28,"Female",21
"17039",61,"Female",6
"17040",70,"Male",5
"17041",59,"Male",5
"17042",64,"Male",2
"17043",22,"Male",11
"17044",43,"Male",9
"17045",61,"Male",11
"17046",43,"Male",0
"17047",75,"Male",3
"17048",38,"Male",6
"17049",27,"Female",34
"17050",38,"Male",15
"17051",73,"Male",4
"17052",78,"Female",1
"17053",25,"Female",19
"17054",91,"Female",1
"17055",55,"Female",5
"17056",69,"Male",2
"17057",34,"Female",14
"17058",47,"Female",10
"17059",27,"Female",18
"17060",48,"Female",13
"17061",39,"Female",11
"17062",68,"Male",5
"17063",33,"Female",22
"17064",22,"Male",15
"17065",39,"Male",15
"17066",63,"Male",7
"17067",39,"Female",14
"17068",20,"Female",18
"17069",41,"Female",13
"17070",30,"Female",23
"17071",64,"Female",4
"17072",64,"Female",7
"17073",40,"Female",13
"17074",49,"Female",7
"17075",60,"Male",6
"17076",56,"Male",10
"17077",30,"Female",20
"17078",18,"Male",14
"17079",43,"Male",9
"17080",35,"Female",15
"17081",77,"Female",2
"17082",30,"Female",18
"17083",53,"Female",4
"17084",46,"Female",4
"17085",27,"Male",17
"17086",72,"Female",1
"17087",32,"Male",22
"17088",39,"Male",12
"17089",34,"Male",15
"17090",33,"Male",15
"17091",44,"Male",13
"17092",73,"Male",5
"17093",40,"Male",17
"17094",34,"Female",14
"17095",52,"Female",10
"17096",51,"Female",10
"17097",58,"Female",9
"17098",62,"Female",5
"17099",48,"Male",11
"17100",32,"Female",17
"17101",25,"Female",10
"17102",53,"Female",8
"17103",46,"Female",8
"17104",33,"Male",27
"17105",30,"Male",27
"17106",50,"Male",6
"17107",63,"Female",5
"17108",60,"Male",11
"17109",25,"Male",20
"17110",37,"Male",12
"17111",28,"Female",6
"17112",72,"Male",2
"17113",27,"Female",31
"17114",47,"Male",15
"17115",80,"Male",3
"17116",30,"Female",16
"17117",39,"Male",8
"17118",25,"Male",23
"17119",41,"Female",15
"17120",27,"Female",26
"17121",49,"Female",13
"17122",61,"Female",4
"17123",24,"Male",21
"17124",34,"Male",19
"17125",66,"Male",6
"17126",46,"Male",3
"17127",62,"Female",8
"17128",53,"Female",3
"17129",33,"Female",22
"17130",45,"Male",10
"17131",51,"Female",9
"17132",68,"Male",8
"17133",39,"Male",17
"17134",63,"Female",5
"17135",72,"Male",7
"17136",41,"Female",7
"17137",36,"Female",19
"17138",60,"Male",4
"17139",74,"Female",4
"17140",39,"Male",13
"17141",27,"Male",18
"17142",32,"Female",22
"17143",89,"Female",1
"17144",33,"Male",17
"17145",76,"Male",0
"17146",34,"Female",15
"17147",37,"Male",13
"17148",41,"Male",11
"17149",48,"Female",3
"17150",25,"Female",20
"17151",45,"Male",10
"17152",25,"Female",13
"17153",53,"Female",13
"17154",26,"Male",10
"17155",75,"Female",0
"17156",46,"Male",5
"17157",25,"Female",18
"17158",25,"Female",25
"17159",29,"Male",17
"17160",79,"Male",1
"17161",59,"Male",5
"17162",25,"Male",19
"17163",25,"Female",15
"17164",77,"Male",1
"17165",42,"Male",7
"17166",27,"Male",29
"17167",41,"Male",13
"17168",64,"Male",3
"17169",24,"Female",28
"17170",47,"Male",4
"17171",36,"Male",5
"17172",34,"Female",13
"17173",39,"Male",8
"17174",63,"Female",5
"17175",50,"Male",4
"17176",29,"Male",16
"17177",54,"Male",5
"17178",41,"Female",6
"17179",71,"Female",0
"17180",39,"Male",18
"17181",50,"Female",9
"17182",73,"Male",1
"17183",18,"Male",20
"17184",49,"Male",5
"17185",54,"Female",4
"17186",57,"Female",2
"17187",41,"Female",4
"17188",35,"Female",9
"17189",47,"Female",6
"17190",65,"Female",1
"17191",70,"Male",2
"17192",19,"Male",24
"17193",69,"Female",7
"17194",36,"Female",15
"17195",63,"Female",11
"17196",38,"Male",8
"17197",43,"Male",7
"17198",47,"Female",13
"17199",47,"Female",7
"17200",58,"Female",8
"17201",26,"Male",21
"17202",58,"Male",0
"17203",70,"Male",2
"17204",34,"Male",14
"17205",28,"Female",16
"17206",34,"Female",18
"17207",28,"Male",17
"17208",50,"Female",9
"17209",33,"Male",20
"17210",29,"Female",20
"17211",29,"Female",22
"17212",40,"Male",7
"17213",53,"Female",2
"17214",51,"Female",8
"17215",24,"Female",13
"17216",60,"Female",6
"17217",78,"Female",1
"17218",62,"Female",3
"17219",60,"Male",1
"17220",73,"Male",0
"17221",28,"Male",33
"17222",19,"Female",10
